ID,Protected_Area,Violation_Type,Year,Season,Area_m2,Distance_To_Road_km,Distance_To_Urban_km,Fine_Amount,Risk_Level
631,الملك عبدالعزيز,التخلص من نفايات خطرة داخل المحمية,2021,Winter,38576,13.5,40.5,1881946,High
632,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2011,Summer,3306,19.8,2.3,20000,Medium
633,الملك خالد,التخلص من نفايات خطرة داخل المحمية,2014,Winter,67993,4.0,4.2,1166328,High
634,الإمام تركي,إطلاق كائنات فطرية غازية أو دخيلة,2015,Summer,51335,3.3,9.4,56806,High
635,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2008,Winter,1217,13.8,17.7,30000,Medium
636,الملك خالد,إتلاف المنشآت الثابتة أو المسيجات,2020,Spring,13307,4.8,2.2,273279,High
637,روضة التنهات,حرق النباتات أو الأشجار,2009,Spring,4292,17.4,46.4,20000,Medium
638,الملك خالد,دخول المحمية بدون تصريح,2025,Autumn,340,0.3,43.0,5000,Low
639,الملك خالد,ممارسة أنشطة علمية بدون ترخيص,2025,Summer,930,11.4,1.3,42198,High
640,الإمام تركي,دخول المحمية بدون تصريح,2013,Summer,88,18.1,19.4,5000,Low
641,الملك عبدالعزيز,سير المركبات في غير المسارات المخصصة,2023,Autumn,21,16.1,12.0,340,Low
642,روضة التنهات,إشعال النار في غير الأماكن المخصصة,2011,Winter,589,9.1,17.5,20000,Medium
643,الملك خالد,حرق النباتات أو الأشجار,2002,Summer,1469,17.4,38.2,20000,Medium
644,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2004,Summer,439,4.4,11.2,100,Low
645,الإمام تركي,إطلاق كائنات فطرية غازية أو دخيلة,2015,Spring,95396,7.0,21.0,89507,High
646,روضة التنهات,قطع الأشجار أو الاحتطاب,2010,Spring,4439,6.8,40.3,20000,Medium
647,الملك خالد,التخييم في المحمية بدون ترخيص,2018,Summer,365,6.3,7.0,2781,Low
648,الملك خالد,قطع الأشجار أو الاحتطاب,2017,Winter,3906,13.5,41.4,20000,Medium
649,الملك عبدالعزيز,حرق النباتات أو الأشجار,2012,Spring,4248,0.8,49.5,20000,Medium
650,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2002,Winter,2682,3.5,18.2,30000,Medium
651,روضة التنهات,التخييم في المحمية بدون ترخيص,2023,Winter,424,8.3,21.9,487,Low
652,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2022,Winter,25,13.8,41.3,8469,Low
653,الملك عبدالعزيز,حرق النباتات أو الأشجار,2000,Summer,4450,0.9,44.6,20000,Medium
654,الملك عبدالعزيز,إقامة منشآت أو مبانٍ بدون ترخيص,2025,Summer,60913,17.3,6.0,1933782,High
655,الملك عبدالعزيز,جمع منتجات كائنات مهددة بالانقراض,2016,Spring,51250,6.6,34.1,385178,High
656,الملك خالد,التخلص من نفايات خطرة داخل المحمية,2024,Autumn,34327,8.6,14.5,150281,High
657,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2021,Spring,943,6.5,33.4,30000,Medium
658,الإمام تركي,إقامة منشآت أو مبانٍ بدون ترخيص,2008,Autumn,22653,2.5,35.4,501215,High
659,الملك خالد,ترك أو رمي النفايات غير الخطرة,2024,Spring,483,9.4,1.7,7155,Low
660,الملك عبدالعزيز,إطلاق كائنات فطرية غازية أو دخيلة,2021,Summer,77742,13.5,36.5,128843,High
661,الملك خالد,رعي الضأن أو الماعز (للرأس الواحد),2019,Winter,66,1.1,44.6,100,Low
662,الإمام تركي,إشعال النار في غير الأماكن المخصصة,2013,Spring,3464,1.9,30.4,20000,Medium
663,الملك عبدالعزيز,الزراعة داخل المحمية بدون ترخيص,2021,Spring,4927,17.0,49.6,30000,Medium
664,الإمام تركي,ترك أو رمي النفايات غير الخطرة,2017,Spring,454,13.6,34.3,5535,Low
665,الإمام تركي,حرق النباتات أو الأشجار,2020,Autumn,979,1.7,46.3,20000,Medium
666,الإمام تركي,رعي الإبل أو الأبقار (للرأس الواحد),2022,Spring,240,13.7,45.2,200,Medium
667,روضة التنهات,حرق النباتات أو الأشجار,2014,Autumn,4129,2.0,41.7,20000,Medium
668,الملك خالد,إقامة منشآت أو مبانٍ بدون ترخيص,2014,Summer,48116,14.6,39.2,964138,High
669,روضة التنهات,إقامة منشآت أو مبانٍ بدون ترخيص,2022,Autumn,45222,5.2,1.6,1989746,High
670,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2024,Summer,260,10.3,5.2,8091,Low
671,الملك خالد,جمع منتجات كائنات مهددة بالانقراض,2019,Autumn,84788,4.9,5.7,333460,High
672,الإمام تركي,ترك أو رمي النفايات غير الخطرة,2015,Summer,84,8.2,5.3,5078,Low
673,الملك عبدالعزيز,رعي الإبل أو الأبقار (للرأس الواحد),2016,Spring,460,6.6,16.0,200,Low
674,روضة التنهات,إطلاق كائنات فطرية غازية أو دخيلة,2002,Winter,12493,2.8,32.0,79639,High
675,الإمام تركي,سير المركبات في غير المسارات المخصصة,2018,Spring,213,16.1,21.9,1844,Low
676,الإمام تركي,التخييم في المحمية بدون ترخيص,2014,Winter,180,15.4,16.1,9044,Low
677,روضة التنهات,قطع الأشجار أو الاحتطاب,2018,Spring,2758,11.1,26.7,20000,Medium
678,الإمام تركي,دخول المحمية بدون تصريح,2006,Summer,86,1.8,3.8,5000,Low
679,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2010,Spring,488,1.1,15.5,100,Low
680,الملك خالد,دخول المحمية بدون تصريح,2009,Autumn,284,5.1,16.1,5000,Low
681,روضة التنهات,إتلاف المنشآت الثابتة أو المسيجات,2010,Summer,84079,14.6,18.9,193687,High
682,روضة التنهات,إطلاق كائنات فطرية غازية أو دخيلة,2013,Winter,78369,7.2,45.7,11893,High
683,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2003,Summer,386,6.1,48.4,9792,Low
684,الملك عبدالعزيز,التخلص من نفايات خطرة داخل المحمية,2012,Summer,84878,7.5,28.0,357621,High
685,الملك خالد,سير المركبات في غير المسارات المخصصة,2003,Spring,244,1.3,17.6,8704,Low
686,الملك خالد,إتلاف المنشآت الثابتة أو المسيجات,2012,Summer,95909,9.1,18.4,201899,High
687,الملك خالد,إشعال النار في غير الأماكن المخصصة,2019,Spring,1446,13.2,22.7,20000,Low
688,الملك خالد,ترك أو رمي النفايات غير الخطرة,2008,Spring,96,13.0,47.8,7360,Low
689,الملك خالد,ممارسة أنشطة علمية بدون ترخيص,2000,Autumn,890,8.1,17.6,22999,Medium
690,روضة التنهات,سير المركبات في غير المسارات المخصصة,2000,Summer,427,4.3,3.9,1739,Low
691,الملك خالد,جمع منتجات كائنات مهددة بالانقراض,2010,Summer,74922,16.1,27.5,147799,High
692,الملك عبدالعزيز,رعي الإبل أو الأبقار (للرأس الواحد),2014,Summer,386,6.0,8.0,200,Low
693,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2015,Summer,269,10.5,16.6,100,Low
694,روضة التنهات,إطلاق كائنات فطرية غازية أو دخيلة,2017,Spring,78373,12.6,41.6,44069,High
695,روضة التنهات,رعي الضأن أو الماعز (للرأس الواحد),2025,Winter,464,6.5,49.4,100,Low
696,الملك خالد,قطع الأشجار أو الاحتطاب,2004,Spring,2235,9.4,21.7,20000,Medium
697,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2006,Winter,2580,15.7,31.3,30000,Medium
698,الملك خالد,إقامة منشآت أو مبانٍ بدون ترخيص,2006,Winter,31140,7.1,30.9,273328,High
699,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2004,Spring,773,18.1,19.8,20000,Medium
700,روضة التنهات,سير المركبات في غير المسارات المخصصة,2023,Spring,452,5.4,25.7,4875,Low
701,الملك خالد,سير المركبات في غير المسارات المخصصة,2015,Summer,392,9.0,1.7,2381,Low
702,الملك خالد,حرق النباتات أو الأشجار,2025,Winter,1935,0.4,24.4,20000,Medium
703,الملك خالد,ترك أو رمي النفايات غير الخطرة,2006,Spring,462,5.7,42.0,3774,Low
704,الإمام تركي,حرق النباتات أو الأشجار,2014,Summer,1424,3.8,10.9,20000,Low
705,الملك خالد,سير المركبات في غير المسارات المخصصة,2022,Spring,120,9.7,19.8,3565,Low
706,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2012,Summer,397,1.5,29.1,100,Low
707,الملك عبدالعزيز,ممارسة أنشطة علمية بدون ترخيص,2005,Spring,4399,1.1,5.8,7477,Medium
708,روضة التنهات,قطع الأشجار أو الاحتطاب,2015,Spring,3979,9.1,17.2,20000,Medium
709,الملك عبدالعزيز,إشعال النار في غير الأماكن المخصصة,2025,Spring,3940,3.5,7.2,20000,Medium
710,الملك عبدالعزيز,رعي الإبل أو الأبقار (للرأس الواحد),2004,Summer,434,1.3,34.8,200,Low
711,روضة التنهات,جمع منتجات كائنات مهددة بالانقراض,2024,Autumn,57413,5.8,33.9,305116,High
712,الإمام تركي,إشعال النار في غير الأماكن المخصصة,2003,Spring,4706,13.1,29.4,20000,Medium
713,روضة التنهات,جمع منتجات كائنات مهددة بالانقراض,2006,Spring,72567,11.0,48.2,287890,High
714,روضة التنهات,التخييم في المحمية بدون ترخيص,2012,Spring,206,4.2,29.8,1341,Low
715,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2010,Summer,85,5.7,18.1,100,Low
716,الإمام تركي,حرق النباتات أو الأشجار,2010,Summer,4969,9.8,31.9,20000,Medium
717,الملك خالد,حرق النباتات أو الأشجار,2000,Summer,3846,14.6,21.6,20000,Medium
718,الملك عبدالعزيز,دخول المحمية بدون تصريح,2001,Summer,189,1.3,34.9,5000,Low
719,الإمام تركي,إشعال النار في غير الأماكن المخصصة,2021,Autumn,3139,12.4,28.9,20000,Medium
720,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2021,Winter,428,0.3,36.8,5539,Low
721,الملك خالد,إشعال النار في غير الأماكن المخصصة,2022,Summer,4680,4.2,18.4,20000,Medium
722,الإمام تركي,حرق النباتات أو الأشجار,2000,Winter,1875,11.9,29.2,20000,Medium
723,روضة التنهات,حرق النباتات أو الأشجار,2007,Summer,2382,4.3,37.4,20000,Medium
724,الملك خالد,حرق النباتات أو الأشجار,2012,Winter,1573,5.3,35.1,20000,Low
725,الإمام تركي,إقامة منشآت أو مبانٍ بدون ترخيص,2021,Winter,45025,8.9,16.5,1060735,High
726,الملك عبدالعزيز,التخلص من نفايات خطرة داخل المحمية,2010,Winter,78755,6.4,21.4,159536,High
727,روضة التنهات,قطع الأشجار أو الاحتطاب,2020,Summer,1401,2.2,7.3,20000,Medium
728,روضة التنهات,إشعال النار في غير الأماكن المخصصة,2002,Spring,4741,7.3,7.1,20000,Medium
729,روضة التنهات,إطلاق كائنات فطرية غازية أو دخيلة,2001,Winter,56628,11.6,44.6,71360,High
730,الإمام تركي,حرق النباتات أو الأشجار,2011,Autumn,3388,3.7,14.2,20000,Medium
731,الإمام تركي,جمع منتجات كائنات مهددة بالانقراض,2008,Autumn,86441,11.8,21.9,402600,High
732,الإمام تركي,حرق النباتات أو الأشجار,2023,Autumn,1501,14.3,29.4,20000,Medium
733,روضة التنهات,ممارسة أنشطة علمية بدون ترخيص,2025,Autumn,978,17.3,16.1,31734,Medium
734,روضة التنهات,ترك أو رمي النفايات غير الخطرة,2014,Spring,152,14.2,33.5,8778,Low
735,الإمام تركي,جمع منتجات كائنات مهددة بالانقراض,2007,Summer,41444,14.4,15.1,478556,High
736,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2004,Winter,375,2.8,1.0,100,Low
737,الملك خالد,التخييم في المحمية بدون ترخيص,2008,Autumn,173,7.2,45.7,4671,Low
738,الإمام تركي,جمع منتجات كائنات مهددة بالانقراض,2022,Winter,37567,19.5,32.6,296331,High
739,الملك خالد,الزراعة داخل المحمية بدون ترخيص,2019,Autumn,678,3.1,8.4,30000,Medium
740,الإمام تركي,التخلص من نفايات خطرة داخل المحمية,2005,Summer,77833,11.5,11.1,1576480,High
741,الملك خالد,إتلاف المنشآت الثابتة أو المسيجات,2018,Spring,34265,14.9,12.4,213402,High
742,الإمام تركي,رعي الإبل أو الأبقار (للرأس الواحد),2011,Summer,153,16.5,40.0,200,Low
743,الإمام تركي,حرق النباتات أو الأشجار,2015,Summer,3417,0.6,39.6,20000,Medium
744,الملك خالد,إشعال النار في غير الأماكن المخصصة,2016,Summer,4155,12.0,24.8,20000,Medium
745,روضة التنهات,التخييم في المحمية بدون ترخيص,2024,Summer,16,13.8,47.3,6891,Low
746,روضة التنهات,رعي الإبل أو الأبقار (للرأس الواحد),2002,Summer,161,4.9,16.0,200,Low
747,الملك خالد,التخييم في المحمية بدون ترخيص,2007,Summer,87,6.6,33.5,7290,Low
